station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort
1120625,1120625,久慈,,,11206,3,028-0061,久慈市中央３,141.770891,40.190391,0000-00-00,0000-00-00,0,1120625
1120701,1120701,茂市,,,11207,3,028-2101,宮古市茂市,141.799288,39.620619,1934-11-06,2014-04-01,2,1120701
1120702,1120702,岩手刈屋,,,11207,3,028-2104,宮古市刈屋,141.759296,39.642688,1942-06-25,2014-04-01,2,1120702
1120703,1120703,中里,,,11207,3,028-2104,宮古市刈屋,141.736067,39.661836,1966-10-01,2014-04-01,2,1120703
1120704,1120704,岩手和井内,,,11207,3,028-2105,宮古市和井内,141.715705,39.679905,1942-06-25,2014-04-01,2,1120704
1120705,1120705,押角,,,11207,3,028-2105,宮古市和井内,141.693181,39.724029,1944-07-20,2014-04-01,2,1120705
1120706,1120706,岩手大川,,,11207,3,028-2232,下閉伊郡岩泉町大字大川,141.671909,39.800208,1957-05-16,2014-04-01,2,1120706
1120707,1120707,浅内,,,11207,3,028-2231,下閉伊郡岩泉町大字浅内,141.727016,39.819482,1957-05-16,2014-04-01,2,1120707
1120708,1120708,二升石,,,11207,3,027-0507,下閉伊郡岩泉町大字二升石,141.745741,39.836739,1972-02-06,2014-04-01,2,1120708
1120709,1120709,岩泉,,,11207,3,027-0501,下閉伊郡岩泉町大字岩泉,141.786446,39.845044,1972-02-06,2014-04-01,2,1120709
1120801,1123166,一ノ関,,,11208,3,021-0867,一関市駅前,141.138177,38.926514,0000-00-00,0000-00-00,0,1120801
1120802,1120802,真滝,,,11208,3,029-0132,一関市滝沢,141.17793,38.908239,0000-00-00,0000-00-00,0,1120802
1120803,1120803,陸中門崎,,,11208,3,029-0201,一関市川崎町門崎,141.251226,38.916908,0000-00-00,0000-00-00,0,1120803
1120804,1120804,岩ノ下,,,11208,3,029-0303,一関市東山町松川,141.245342,38.947699,0000-00-00,0000-00-00,0,1120804
1120805,1120805,陸中松川,,,11208,3,029-0303,一関市東山町松川,141.238046,38.977237,0000-00-00,0000-00-00,0,1120805
1120806,1120806,猊鼻渓,,,11208,3,029-0302,一関市東山町長坂,141.25327,38.988939,0000-00-00,0000-00-00,0,1120806
1120807,1120807,柴宿,,,11208,3,029-0302,一関市東山町長坂,141.272312,38.996719,0000-00-00,0000-00-00,0,1120807
1120808,1120808,摺沢,,,11208,3,029-0523,一関市大東町摺沢,141.32146,38.99593,0000-00-00,0000-00-00,0,1120808
1120809,1120809,千厩,,,11208,3,029-0803,一関市千厩町千厩,141.34563,38.924873,0000-00-00,0000-00-00,0,1120809
1120810,1120810,小梨,,,11208,3,029-0801,一関市千厩町清田,141.38418,38.932493,0000-00-00,0000-00-00,0,1120810
1120811,1120811,矢越,,,11208,3,029-1202,一関市室根町矢越,141.429029,38.935224,0000-00-00,0000-00-00,0,1120811
1120812,1120812,折壁,,,11208,3,029-1201,一関市室根町折壁,141.452346,38.939428,0000-00-00,0000-00-00,0,1120812
1120813,1120813,新月,,,11208,3,029-1201,一関市室根町折壁,141.488796,38.915598,0000-00-00,0000-00-00,0,1120813
1120814,1120814,気仙沼,,,11208,4,988-0077,気仙沼市古町,141.558893,38.910031,0000-00-00,0000-00-00,0,1120814
1120815,1120815,鹿折唐桑,,,11208,4,988-0005,気仙沼市新浜町,141.579457,38.915555,0000-00-00,2020-04-01,2,1120815
1120816,1120816,上鹿折,,,11208,4,988-0803,気仙沼市字上東側,141.568232,38.960661,0000-00-00,2020-04-01,2,1120816
1120817,1120817,陸前矢作,,,11208,3,029-2201,陸前高田市矢作町字打越,141.579357,39.022554,0000-00-00,2020-04-01,2,1120817
1120818,1120818,竹駒,,,11208,3,029-2203,陸前高田市竹駒町字十日市場,141.609729,39.033651,0000-00-00,2020-04-01,2,1120818
1120819,1120819,陸前高田,,,11208,3,029-2205,陸前高田市高田町字並杉,141.625332,39.013021,0000-00-00,2020-04-01,2,1120819
1120820,1120820,脇ノ沢,,,11208,3,029-2206,陸前高田市米崎町字脇の沢,141.657359,39.006584,0000-00-00,2020-04-01,2,1120820
1120821,1120821,小友,,,11208,3,029-2207,陸前高田市小友町字下新田,141.699573,38.989242,0000-00-00,2020-04-01,2,1120821
1120822,1120822,細浦,,,11208,3,022-0001,大船渡市末崎町字細浦,141.713642,39.015973,0000-00-00,2020-04-01,2,1120822
1120823,1120823,下船渡,,,11208,3,022-0002,大船渡市大船渡町字宮ノ前,141.721222,39.038362,0000-00-00,2020-04-01,2,1120823
1120824,1120824,大船渡,,,11208,3,022-0002,大船渡市大船渡町字茶屋前,141.720807,39.063529,0000-00-00,2020-04-01,2,1120824
1120825,1120825,盛,,,11208,3,022-0003,大船渡市盛町字東町裏,141.710734,39.086372,0000-00-00,2020-04-01,2,1120825
1120901,1123176,花巻,,,11209,3,025-0092,花巻市大通り,141.110458,39.393182,0000-00-00,0000-00-00,0,1120901
1120902,1120902,似内,,,11209,3,025-0007,花巻市上似内,141.140889,39.406819,0000-00-00,0000-00-00,0,1120902
1120903,1120903,新花巻,,,11209,3,025-0011,花巻市矢沢第１０地割,141.17302,39.405839,0000-00-00,0000-00-00,0,1120903
1120904,1120904,小山田,,,11209,3,025-0013,花巻市幸田,141.193999,39.4086,0000-00-00,0000-00-00,0,1120904
1120905,1120905,土沢,,,11209,3,028-0114,花巻市東和町土沢,141.232488,39.383381,0000-00-00,0000-00-00,0,1120905
1120906,1120906,晴山,,,11209,3,028-0113,花巻市東和町東晴山,141.257892,39.366617,0000-00-00,0000-00-00,0,1120906
1120907,1120907,岩根橋,,,11209,3,028-0304,遠野市宮守町下宮守,141.318795,39.355264,0000-00-00,0000-00-00,0,1120907
1120908,1120908,宮守,,,11209,3,028-0304,遠野市宮守町下宮守,141.350271,39.351066,0000-00-00,0000-00-00,0,1120908
1120909,1120909,柏木平,,,11209,3,028-0303,遠野市宮守町下鱒沢,141.379862,39.30606,0000-00-00,0000-00-00,0,1120909
1120910,1120910,鱒沢,,,11209,3,028-0303,遠野市宮守町下鱒沢,141.399252,39.300158,0000-00-00,0000-00-00,0,1120910
1120911,1120911,荒谷前,,,11209,3,028-0302,遠野市宮守町上鱒沢,141.428507,39.309928,0000-00-00,0000-00-00,0,1120911
1120912,1120912,岩手二日町,,,11209,3,028-0532,遠野市綾織町下綾織,141.45606,39.323441,0000-00-00,0000-00-00,0,1120912
1120913,1120913,綾織,,,11209,3,028-0531,遠野市綾織町新里,141.476845,39.328422,0000-00-00,0000-00-00,0,1120913
1120914,1120914,遠野,,,11209,3,028-0522,遠野市新穀町,141.53072,39.332529,0000-00-00,0000-00-00,0,1120914
1120915,1120915,青笹,,,11209,3,028-0503,遠野市青笹町青笹,141.568957,39.311482,0000-00-00,0000-00-00,0,1120915
1120916,1120916,岩手上郷,,,11209,3,028-0776,遠野市上郷町板沢,141.585834,39.284658,0000-00-00,0000-00-00,0,1120916
1120917,1120917,平倉,,,11209,3,028-0775,遠野市上郷町平倉,141.595661,39.264682,0000-00-00,0000-00-00,0,1120917
1120918,1120918,足ケ瀬,,,11209,3,028-0772,岩手県遠野市上郷町細越38,141.645807,39.254766,0000-00-00,0000-00-00,0,1120918
1120919,1120919,上有住,,,11209,3,029-2501,気仙郡住田町上有住,141.681522,39.242013,0000-00-00,0000-00-00,0,1120919
1120920,1120920,陸中大橋,,,11209,3,026-0055,釜石市甲子町,141.718436,39.280451,0000-00-00,0000-00-00,0,1120920
1120921,1120921,洞泉,,,11209,3,026-0055,釜石市甲子町,141.760388,39.250671,0000-00-00,0000-00-00,0,1120921
1120922,1120922,松倉,,,11209,3,026-0055,釜石市甲子町,141.801484,39.256458,0000-00-00,0000-00-00,0,1120922
