station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort
1190305,1190305,春日,,,11903,40,816-0802,春日市春日原北町,130.469308,33.534701,0000-00-00,0000-00-00,0,1190305
1190306,1190306,大野城,,,11903,40,816-0943,大野城市白木原１丁目,130.480063,33.524944,0000-00-00,0000-00-00,0,1190306
1190307,1190307,水城,,,11903,40,816-0952,大野城市下大利３丁目,130.49022,33.51779,0000-00-00,0000-00-00,0,1190307
1190308,1190308,都府楼南,,,11903,40,818-0105,太宰府市都府楼南３丁目,130.506625,33.503153,0000-00-00,0000-00-00,0,1190308
1190309,1190309,二日市,,,11903,40,818-0072,福岡県筑紫野市二日市中央一丁目1-1,130.518843,33.494515,0000-00-00,0000-00-00,0,1190309
1190310,1190310,天拝山,,,11903,40,818-0042,筑紫野市立明寺,130.53024,33.481847,0000-00-00,0000-00-00,0,1190310
1190311,1190311,原田,,,11903,40,818-0024,筑紫野市大字原田,130.539376,33.451769,0000-00-00,0000-00-00,0,1190311
1190312,1190312,けやき台,,,11903,41,841-0201,三養基郡基山町小倉,130.533392,33.434537,0000-00-00,0000-00-00,0,1190312
1190313,1190313,基山,,,11903,41,841-0201,三養基郡基山町大字小倉,130.532365,33.420945,0000-00-00,0000-00-00,0,1190313
1190314,1190314,弥生が丘,,,11903,41,841-0011,鳥栖市永吉町字来帰り６３３-１,130.528514,33.401944,0000-00-00,0000-00-00,0,1190314
1190315,1190315,田代,,,11903,41,841-0014,鳥栖市桜町,130.524496,33.384007,0000-00-00,0000-00-00,0,1190315
1190316,1190316,鳥栖,,,11903,41,841-0034,鳥栖市京町,130.519374,33.373864,0000-00-00,0000-00-00,0,1190316
1190317,1190317,肥前旭,,,11903,41,841-0066,鳥栖市儀徳町,130.495981,33.350237,0000-00-00,0000-00-00,0,1190317
1190318,1190318,久留米,,,11903,40,830-0022,久留米市城南町２丁目,130.501408,33.319778,0000-00-00,0000-00-00,0,1190318
1190319,1190319,荒木,,,11903,40,830-0062,久留米市荒木町白口,130.50268,33.277149,0000-00-00,0000-00-00,0,1190319
1190320,1190320,西牟田,,,11903,40,833-0053,筑後市大字西牟田,130.500981,33.246243,0000-00-00,0000-00-00,0,1190320
1190321,1190321,羽犬塚,,,11903,40,833-0031,筑後市山ノ井諏訪ノ前,130.49761,33.209822,0000-00-00,0000-00-00,0,1190321
1190322,1190322,筑後船小屋,,,11903,40,833-0015,筑後市大字津島,130.4916036,33.17802333,0000-00-00,0000-00-00,0,1190322
1190323,1190323,瀬高,,,11903,40,835-0024,みやま市瀬高町下庄２３１５,130.485181,33.157,0000-00-00,0000-00-00,0,1190323
1190324,1190324,南瀬高,,,11903,40,835-0013,みやま市瀬高町太神,130.471188,33.133699,0000-00-00,0000-00-00,0,1190324
1190325,1190325,渡瀬,,,11903,40,839-0215,みやま市高田町濃施,130.460094,33.099622,0000-00-00,0000-00-00,0,1190325
1190326,1190326,吉野,,,11903,40,837-0906,大牟田市倉永字神屋原,130.466459,33.075599,0000-00-00,0000-00-00,0,1190326
1190327,1190327,銀水,,,11903,40,837-0917,大牟田市大字草木,130.460944,33.054932,0000-00-00,0000-00-00,0,1190327
1190328,1190328,大牟田,,,11903,40,836-0843,大牟田市不知火町１丁目,130.443784,33.029754,0000-00-00,0000-00-00,0,1190328
1190329,1190329,荒尾,,,11903,43,864-0002,荒尾市大字万田,130.434717,32.994682,0000-00-00,0000-00-00,0,1190329
1190330,1190330,南荒尾,,,11903,43,864-0032,荒尾市大字増永,130.433012,32.966029,0000-00-00,0000-00-00,0,1190330
1190331,1190331,長洲,,,11903,43,869-0121,玉名郡長洲町高浜１４７９,130.455652,32.935205,0000-00-00,0000-00-00,0,1190331
1190332,1190332,大野下,,,11903,43,869-0224,玉名市岱明町大野下,130.502038,32.921737,0000-00-00,0000-00-00,0,1190332
1190333,1190333,玉名,,,11903,43,865-0064,玉名市中,130.548494,32.926021,0000-00-00,0000-00-00,0,1190333
1190334,1190334,肥後伊倉,,,11903,43,865-0041,玉名市伊倉北方,130.586803,32.913233,0000-00-00,0000-00-00,0,1190334
1190335,1190335,木葉,,,11903,43,869-0303,玉名郡玉東町大字木葉,130.626441,32.916528,0000-00-00,0000-00-00,0,1190335
1190336,1190336,田原坂,,,11903,43,861-0155,熊本市北区植木町轟1687,130.653197,32.899416,0000-00-00,0000-00-00,0,1190336
1190337,1190337,植木,,,11903,43,861-0142,熊本市北区植木町鐙田75,130.680834,32.880226,0000-00-00,0000-00-00,0,1190337
1190338,1190338,西里,,,11903,43,861-5522,熊本市下硯川町,130.700139,32.854607,0000-00-00,0000-00-00,0,1190338
1190339,1190339,崇城大学前,,,11903,43,860-0082,熊本市池田４丁目,130.694895,32.83102,0000-00-00,0000-00-00,0,1190339
1190340,1190340,上熊本,,,11903,43,860-0079,熊本市上熊本２丁目,130.698831,32.817305,0000-00-00,0000-00-00,0,1190340
1190341,1190341,熊本,,,11903,43,860-0047,熊本市春日３丁目,130.688499,32.789207,0000-00-00,0000-00-00,0,1190341
1190351,1190351,西熊本,,,11903,43,861-4134,熊本市南区刈草一丁目,130.683056,32.762639,2016-03-26,0000-00-00,0,1190341
1190342,1190342,川尻,,,11903,43,861-4113,熊本市八幡町,130.679907,32.743772,0000-00-00,0000-00-00,0,1190342
1190350,1190350,富合,,,11903,43,861-4163,熊本県熊本市南区富合町志々水63-6,130.672808,32.713658,2011-03-22,0000-00-00,0,1190342
1190343,1190343,宇土,,,11903,43,869-0406,宇土市三拾町,130.669148,32.694237,0000-00-00,0000-00-00,0,1190343
1190344,1190344,松橋,,,11903,43,869-0551,宇城市不知火町御領,130.670588,32.652324,0000-00-00,0000-00-00,0,1190344
1190345,1190345,小川,,,11903,43,869-0623,宇城市小川町川尻,130.694339,32.600979,0000-00-00,0000-00-00,0,1190345
1190346,1190346,有佐,,,11903,43,869-4212,八代市鏡町下有佐,130.670049,32.562711,0000-00-00,0000-00-00,0,1190346
1190347,1190347,千丁,,,11903,43,869-4702,八代市千丁町吉王丸,130.64556,32.532387,0000-00-00,0000-00-00,0,1190347
1190348,1190348,新八代,,,11903,43,866-0824,八代市上日置町字女夫木４７７４-２,130.634919,32.517888,0000-00-00,0000-00-00,0,1190348
1190349,1190349,八代,,,11903,43,866-0831,八代市萩原町１丁目,130.621609,32.503805,0000-00-00,0000-00-00,0,1190349
1190401,1190401,川内,,,11904,46,895-0024,薩摩川内市鳥追町,130.31213,31.813726,0000-00-00,0000-00-00,0,1190401
1190402,1190402,隈之城,,,11904,46,895-0041,薩摩川内市隈之城町,130.307092,31.79255,0000-00-00,0000-00-00,0,1190402
1190403,1190403,木場茶屋,,,11904,46,895-0034,薩摩川内市木場茶屋町,130.308046,31.766138,0000-00-00,0000-00-00,0,1190403
1190404,1190404,串木野,,,11904,46,896-0001,鹿児島県いちき串木野市曙町11760,130.274531,31.721605,0000-00-00,0000-00-00,0,1190404
1190414,1190414,神村学園前,,,11904,46,896-0037,鹿児島県いちき串木野市別府4251,130.284129,31.703731,2010-03-13,0000-00-00,0,1190404
1190405,1190405,市来,,,11904,46,899-2103,いちき串木野市大里,130.302727,31.68999,0000-00-00,0000-00-00,0,1190405
1190406,1190406,湯之元,,,11904,46,899-2201,日置市東市来町湯田,130.336753,31.673961,0000-00-00,0000-00-00,0,1190406
1190407,1190407,東市来,,,11904,46,899-2202,日置市東市来町長里,130.347609,31.655164,0000-00-00,0000-00-00,0,1190407
1190408,1190408,伊集院,,,11904,46,899-2502,日置市伊集院町徳重,130.395703,31.630148,0000-00-00,0000-00-00,0,1190408
1190409,1190409,薩摩松元,,,11904,46,899-2703,鹿児島市上谷口町,130.439002,31.605318,0000-00-00,0000-00-00,0,1190409
1190410,1190410,上伊集院,,,11904,46,899-2703,鹿児島市上谷口町,130.459468,31.593837,0000-00-00,0000-00-00,0,1190410
1190413,1190413,広木,,,11904,46,890-0035,鹿児島県鹿児島市田上町広木,130.504328,31.576712,0000-00-00,0000-00-00,0,1190410
1190411,1190411,鹿児島中央,,,11904,46,890-0053,鹿児島市中央町,130.541789,31.583727,0000-00-00,0000-00-00,0,1190411
1190412,1190412,鹿児島,,,11904,46,892-0812,鹿児島市浜町,130.564112,31.602098,0000-00-00,0000-00-00,0,1190412
1190501,1190316,鳥栖,,,11905,41,841-0034,鳥栖市京町,130.519374,33.373864,0000-00-00,0000-00-00,0,1190501
1190542,1190542,新鳥栖,,,11905,41,841-0071,佐賀県鳥栖市原古賀町字一本松220-2,130.491111,33.370278,2011-03-12,0000-00-00,0,1190501
1190502,1190502,肥前麓,,,11905,41,841-0076,鳥栖市平田町,130.477499,33.36578,0000-00-00,0000-00-00,0,1190502
1190503,1190503,中原,,,11905,41,849-0101,三養基郡みやき町原古賀,130.440046,33.346241,0000-00-00,0000-00-00,0,1190503
1190504,1190504,吉野ケ里公園,,,11905,41,842-0031,佐賀県神埼郡吉野ヶ里町吉田,130.399553,33.324917,0000-00-00,0000-00-00,0,1190504
1190505,1190505,神埼,,,11905,41,842-0002,神埼市神埼町田道ケ里,130.374446,33.315851,0000-00-00,0000-00-00,0,1190505
1190506,1190506,伊賀屋,,,11905,41,849-0911,佐賀市兵庫町大字若宮,130.336753,33.290195,0000-00-00,0000-00-00,0,1190506
1190507,1190507,佐賀,,,11905,41,840-0801,佐賀市駅前中央１丁目,130.297608,33.264212,0000-00-00,0000-00-00,0,1190507
1190508,1190508,鍋島,,,11905,41,849-0932,佐賀市鍋島町大字八戸溝,130.265702,33.259062,0000-00-00,0000-00-00,0,1190508
1190509,1190509,バルーンさが,,,11905,41,840-0864,佐賀市嘉瀬町荻野字黒木篭,130.248942,33.257795,0000-00-00,0000-00-00,0,1190509
1190510,1190510,久保田,,,11905,41,849-0202,佐賀市久保田町久富,130.229594,33.255717,0000-00-00,0000-00-00,0,1190510
1190511,1190511,牛津,,,11905,41,849-0302,小城市牛津町柿樋瀬,130.201016,33.247859,0000-00-00,0000-00-00,0,1190511
1190512,1190512,江北,,,11905,41,849-0501,杵島郡江北町大字山口,130.160858,33.21919,0000-00-00,0000-00-00,0,1190512
1190513,1190513,肥前白石,,,11905,41,849-1112,杵島郡白石町大字福田,130.135952,33.186679,0000-00-00,0000-00-00,0,1190513
1190514,1190514,肥前竜王,,,11905,41,849-1204,杵島郡白石町坂田,130.12042,33.146663,0000-00-00,0000-00-00,0,1190514
1190515,1190515,肥前鹿島,,,11905,41,849-1311,鹿島市大字高津原,130.097805,33.114445,0000-00-00,0000-00-00,0,1190515
1190516,1190516,肥前浜,,,11905,41,849-1322,鹿島市浜町,130.117079,33.095103,0000-00-00,0000-00-00,0,1190516
1190517,1190517,肥前七浦,,,11905,41,849-1323,鹿島市大字音成,130.145245,33.070931,0000-00-00,0000-00-00,0,1190517
1190518,1190518,肥前飯田,,,11905,41,849-1324,鹿島市大字飯田乙,130.158754,33.055701,0000-00-00,0000-00-00,0,1190518
1190519,1190519,多良,,,11905,41,849-1602,藤津郡太良町大字多良,130.176049,33.02524,0000-00-00,0000-00-00,0,1190519
1190520,1190520,肥前大浦,,,11905,41,849-1613,藤津郡太良町大字大浦丙,130.207159,32.975043,0000-00-00,0000-00-00,0,1190520
1190521,1190521,小長井,,,11905,42,859-0165,諫早市小長井町小川原浦,130.186386,32.924075,0000-00-00,0000-00-00,0,1190521
1190522,1190522,長里,,,11905,42,859-0151,諫早市小長井町打越,130.165484,32.91526,0000-00-00,0000-00-00,0,1190522
1190523,1190523,湯江,,,11905,42,859-0132,諫早市高来町三部壱,130.140614,32.904811,0000-00-00,0000-00-00,0,1190523
1190524,1190524,小江,,,11905,42,859-0113,諫早市高来町下与,130.112282,32.891351,0000-00-00,0000-00-00,0,1190524
1190525,1190525,肥前長田,,,11905,42,859-0301,諫早市長田町,130.079971,32.861773,0000-00-00,0000-00-00,0,1190525
1190526,1190526,東諫早,,,11905,42,859-0311,諫早市小豆崎町,130.061675,32.852823,0000-00-00,0000-00-00,0,1190526
1190527,1190527,諫早,,,11905,42,854-0072,諫早市永昌町,130.041596,32.851018,0000-00-00,0000-00-00,0,1190527
1190528,1190528,西諫早,,,11905,42,854-0075,諫早市馬渡町,130.021269,32.839632,0000-00-00,0000-00-00,0,1190528
1190529,1190529,喜々津,,,11905,42,859-0401,諫早市多良見町化屋,129.98627,32.832743,0000-00-00,0000-00-00,0,1190529
1190530,1190530,市布,,,11905,42,859-0403,諫早市多良見町市布,129.965831,32.818986,0000-00-00,0000-00-00,0,1190530
1190531,1190531,肥前古賀,,,11905,42,851-0131,長崎市松原町,129.951571,32.798463,0000-00-00,0000-00-00,0,1190531
1190532,1190532,現川,,,11905,42,851-0135,長崎市現川町,129.926453,32.79118,0000-00-00,0000-00-00,0,1190532
1190533,1190533,東園,,,11905,42,859-0411,諫早市多良見町東園,129.962591,32.847091,0000-00-00,0000-00-00,0,1190533
1190534,1190534,大草,,,11905,42,859-0414,諫早市多良見町元釜,129.938972,32.860232,0000-00-00,0000-00-00,0,1190534
1190535,1190535,本川内,,,11905,42,851-2122,西彼杵郡長与町本川内郷,129.899916,32.831792,0000-00-00,0000-00-00,0,1190535
1190536,1190536,長与,,,11905,42,851-2126,西彼杵郡長与町吉無田郷,129.879434,32.818981,0000-00-00,0000-00-00,0,1190536
1190537,1190537,高田,,,11905,42,851-2127,西彼杵郡長与町高田郷,129.869457,32.819475,0000-00-00,0000-00-00,0,1190537
1190538,1190538,道ノ尾,,,11905,42,852-8053,長崎市葉山町,129.852997,32.804329,0000-00-00,0000-00-00,0,1190538
1190539,1190539,西浦上,,,11905,42,852-8044,長崎市音無町,129.859206,32.790245,0000-00-00,0000-00-00,0,1190539
1190540,1190540,浦上,,,11905,42,852-8108,長崎市川口町,129.863304,32.765767,0000-00-00,0000-00-00,0,1190540
1190541,1190541,長崎,,,11905,42,850-0058,長崎県長崎市尾上町1-89,129.869056,32.75275,0000-00-00,0000-00-00,0,1190541
1190601,1190202,門司港,,,11906,40,801-0841,北九州市門司区西海岸１丁目,130.961549,33.945138,0000-00-00,0000-00-00,0,1190601
1190602,1190203,小森江,,,11906,40,800-0007,北九州市門司区小森江３丁目,130.938674,33.916352,0000-00-00,0000-00-00,0,1190602
1190603,1161237,門司,,,11906,40,800-0039,北九州市門司区中町,130.933438,33.904309,0000-00-00,0000-00-00,0,1190603
1190604,1190205,小倉,,,11906,40,802-0001,北九州市小倉北区浅野１丁目,130.882678,33.886756,0000-00-00,0000-00-00,0,1190604
1190605,1190206,西小倉,,,11906,40,803-0812,北九州市小倉北区室町３丁目,130.873897,33.888673,0000-00-00,0000-00-00,0,1190605
1190606,1190606,南小倉,,,11906,40,803-0851,北九州市小倉北区木町３丁目,130.864895,33.869972,0000-00-00,0000-00-00,0,1190606
1190607,1190607,城野,,,11906,40,802-0802,北九州市小倉南区城野一丁目6-1,130.886242,33.858202,0000-00-00,0000-00-00,0,1190607
1190608,1190608,安部山公園,,,11906,40,800-0256,北九州市小倉南区湯川新町４丁目,130.904498,33.844078,0000-00-00,0000-00-00,0,1190608
1190609,1190609,下曽根,,,11906,40,800-0217,北九州市小倉南区下曽根１丁目,130.934829,33.832522,0000-00-00,0000-00-00,0,1190609
1190610,1190610,朽網,,,11906,40,802-0000,北九州市小倉南区井無田,130.955025,33.807384,0000-00-00,0000-00-00,0,1190610
1190611,1190611,苅田,,,11906,40,800-0361,京都郡苅田町神田町１丁目,130.979016,33.784462,0000-00-00,0000-00-00,0,1190611
1190612,1190612,小波瀬西工大前,,,11906,40,800-0344,京都郡苅田町新津,130.97197,33.752992,0000-00-00,0000-00-00,0,1190612
1190613,1190613,行橋,,,11906,40,824-0031,行橋市西宮市２丁目,130.970313,33.72835,0000-00-00,0000-00-00,0,1190613
1190614,1190614,南行橋,,,11906,40,824-0034,行橋市泉中央２丁目,130.981118,33.716332,0000-00-00,0000-00-00,0,1190614
1190615,1190615,新田原,,,11906,40,824-0026,行橋市大字道場寺,131.008316,33.695152,0000-00-00,0000-00-00,0,1190615
1190616,1190616,築城,,,11906,40,829-0101,築上郡築上町東築城,131.038069,33.673119,0000-00-00,0000-00-00,0,1190616
1190617,1190617,椎田,,,11906,40,829-0301,築上郡築上町椎田,131.057965,33.653377,0000-00-00,0000-00-00,0,1190617
1190618,1190618,豊前松江,,,11906,40,828-0002,豊前市大字松江,131.095421,33.622487,0000-00-00,0000-00-00,0,1190618
1190619,1190619,宇島,,,11906,40,828-0021,豊前市大字八屋,131.126354,33.62131,0000-00-00,0000-00-00,0,1190619
1190620,1190620,三毛門,,,11906,40,828-0031,豊前市大字三毛門,131.15653,33.614597,0000-00-00,0000-00-00,0,1190620
1190621,1190621,吉富,,,11906,40,871-0811,築上郡吉富町大字広津,131.174012,33.604465,0000-00-00,0000-00-00,0,1190621
1190622,1190622,中津,,,11906,44,871-0033,中津市大字島田,131.190769,33.599202,0000-00-00,0000-00-00,0,1190622
1190623,1190623,東中津,,,11906,44,871-0003,中津市大字是則,131.238664,33.58788,0000-00-00,0000-00-00,0,1190623
1190624,1190624,今津,,,11906,44,879-0101,中津市大字今津,131.267462,33.571929,0000-00-00,0000-00-00,0,1190624
1190625,1190625,天津,,,11906,44,879-0161,宇佐市大字下敷田,131.292962,33.564678,0000-00-00,0000-00-00,0,1190625
1190626,1190626,豊前善光寺,,,11906,44,879-0309,宇佐市大字東高家,131.322776,33.566479,0000-00-00,0000-00-00,0,1190626
1190627,1190627,柳ケ浦,,,11906,44,872-0032,大分県宇佐市大字江須賀,131.362665,33.564982,0000-00-00,0000-00-00,0,1190627
1190628,1190628,豊前長洲,,,11906,44,872-0001,宇佐市大字長洲,131.383264,33.56465,0000-00-00,0000-00-00,0,1190628
1190629,1190629,宇佐,,,11906,44,879-1132,宇佐市大字岩崎,131.41231,33.531373,0000-00-00,0000-00-00,0,1190629
1190630,1190630,西屋敷,,,11906,44,879-1127,宇佐市大字西屋敷,131.429433,33.504332,0000-00-00,0000-00-00,0,1190630
1190631,1190631,立石,,,11906,44,879-1302,杵築市山香町立石,131.476993,33.481829,0000-00-00,0000-00-00,0,1190631
1190632,1190632,中山香,,,11906,44,879-1307,杵築市山香町野原,131.505721,33.448636,0000-00-00,0000-00-00,0,1190632
1190633,1190633,杵築,,,11906,44,873-0015,杵築市大字八坂野添,131.575295,33.411081,0000-00-00,0000-00-00,0,1190633
1190634,1190634,大神,,,11906,44,879-1504,速見郡日出町大字大神,131.57524,33.383576,0000-00-00,0000-00-00,0,1190634
1190635,1190635,日出,,,11906,44,879-1505,速見郡日出町川崎字則次,131.543036,33.368921,0000-00-00,0000-00-00,0,1190635
1190636,1190636,暘谷,,,11906,44,879-1505,速見郡日出町大字川崎字佐尾,131.530581,33.370112,0000-00-00,0000-00-00,0,1190636
1190637,1190637,豊後豊岡,,,11906,44,879-1507,速見郡日出町大字豊岡,131.50137,33.361923,0000-00-00,0000-00-00,0,1190637
1190638,1190638,亀川,,,11906,44,874-0014,別府市亀川浜田町,131.493019,33.330688,0000-00-00,0000-00-00,0,1190638
1190639,1190639,別府大学,,,11906,44,874-0023,別府市上人ケ浜町,131.499255,33.31327,0000-00-00,0000-00-00,0,1190639
1190640,1190640,別府,,,11906,44,874-0935,別府市駅前町,131.500319,33.279665,0000-00-00,0000-00-00,0,1190640
1190641,1190641,東別府,,,11906,44,874-0947,別府市大字浜脇,131.510537,33.267753,0000-00-00,0000-00-00,0,1190641
1190642,1190642,西大分,,,11906,44,870-0003,大分市大字生石,131.582758,33.245184,0000-00-00,0000-00-00,0,1190642
1190643,1190643,大分,,,11906,44,870-0831,大分市要町,131.606595,33.232794,0000-00-00,0000-00-00,0,1190643
1190644,1190644,牧,,,11906,44,870-0152,大分市大字牧,131.637828,33.237006,0000-00-00,0000-00-00,0,1190644
1190645,1190645,高城,,,11906,44,870-0156,大分市高城新町,131.655746,33.242837,0000-00-00,0000-00-00,0,1190645
1190646,1190646,鶴崎,,,11906,44,870-0106,大分市大字鶴崎,131.686899,33.242852,0000-00-00,0000-00-00,0,1190646
1190647,1190647,大在,,,11906,44,870-0268,大分市大字政所,131.720487,33.243938,0000-00-00,0000-00-00,0,1190647
1190648,1190648,坂ノ市,,,11906,44,870-0302,大分市大字坂ノ市,131.751593,33.236715,0000-00-00,0000-00-00,0,1190648
1190649,1190649,幸崎,,,11906,44,879-2111,大分市本神崎,131.795095,33.233844,0000-00-00,0000-00-00,0,1190649
1190650,1190650,佐志生,,,11906,44,875-0001,臼杵市大字佐志生,131.817688,33.174957,0000-00-00,0000-00-00,0,1190650
1190651,1190651,下ノ江,,,11906,44,875-0003,臼杵市大字田井,131.811159,33.158653,0000-00-00,0000-00-00,0,1190651
1190652,1190652,熊崎,,,11906,44,875-0083,臼杵市大字井村,131.787632,33.135768,0000-00-00,0000-00-00,0,1190652
1190653,1190653,上臼杵,,,11906,44,875-0053,臼杵市大字福良,131.793015,33.112499,0000-00-00,0000-00-00,0,1190653
1190654,1190654,臼杵,,,11906,44,875-0042,臼杵市大字海添,131.807574,33.118496,0000-00-00,0000-00-00,0,1190654
1190655,1190655,津久見,,,11906,44,879-2441,津久見市中央町,131.863696,33.072853,0000-00-00,0000-00-00,0,1190655
1190656,1190656,日代,,,11906,44,879-2682,津久見市大字網代,131.918735,33.066024,0000-00-00,0000-00-00,0,1190656
1190657,1190657,浅海井,,,11906,44,879-2601,佐伯市上浦大字浅海井浦,131.919236,33.043539,0000-00-00,0000-00-00,0,1190657
1190658,1190658,狩生,,,11906,44,876-1101,佐伯市大字狩生,131.904908,33.015334,0000-00-00,0000-00-00,0,1190658
1190659,1190659,海崎,,,11906,44,876-1105,佐伯市大字海崎,131.88796,32.996041,0000-00-00,0000-00-00,0,1190659
1190660,1190660,佐伯,,,11906,44,876-0803,佐伯市駅前２丁目,131.901857,32.972521,0000-00-00,0000-00-00,0,1190660
1190701,1190660,佐伯,,,11907,44,876-0803,佐伯市駅前２丁目,131.901857,32.972521,0000-00-00,0000-00-00,0,1190701
1190702,1190702,上岡,,,11907,44,876-0045,佐伯市上岡区上岡,131.8616,32.956302,0000-00-00,0000-00-00,0,1190702
1190703,1190703,直見,,,11907,44,879-3103,佐伯市直川大字下直見,131.807899,32.928396,0000-00-00,0000-00-00,0,1190703
1190704,1190704,直川,,,11907,44,879-3102,佐伯市直川大字上直見,131.779529,32.898667,0000-00-00,0000-00-00,0,1190704
1190705,1190705,重岡,,,11907,44,879-3201,佐伯市宇目大字大平,131.715499,32.840339,0000-00-00,0000-00-00,0,1190705
1190706,1190706,宗太郎,,,11907,44,879-3204,佐伯市宇目大字重岡,131.706735,32.78628,0000-00-00,0000-00-00,0,1190706
1190707,1190707,市棚,,,11907,45,882-0097,延岡市北川町川内名,131.710255,32.728336,0000-00-00,0000-00-00,0,1190707
1190708,1190708,北川,,,11907,45,882-0097,延岡市北川町川内名,131.697691,32.690558,0000-00-00,0000-00-00,0,1190708
1190709,1190709,日向長井,,,11907,45,889-0102,延岡市北川町長井,131.700156,32.664325,0000-00-00,0000-00-00,0,1190709
1190710,1190710,北延岡,,,11907,45,882-0002,延岡市差木野町,131.689869,32.630276,0000-00-00,0000-00-00,0,1190710
1190711,1190711,延岡,,,11907,45,882-0053,延岡市幸町３丁目,131.672442,32.589944,0000-00-00,0000-00-00,0,1190711
1190712,1190712,南延岡,,,11907,45,882-0867,延岡市構口町１丁目,131.676829,32.559272,0000-00-00,0000-00-00,0,1190712
1190713,1190713,旭ケ丘,,,11907,45,889-0507,宮崎県延岡市旭ヶ丘6丁目,131.681386,32.52812,0000-00-00,0000-00-00,0,1190713
1190714,1190714,土々呂,,,11907,45,889-0513,延岡市土々呂町５丁目,131.675009,32.507832,0000-00-00,0000-00-00,0,1190714
1190715,1190715,門川,,,11907,45,889-0621,東臼杵郡門川町大字東栄町２丁目,131.653972,32.477381,0000-00-00,0000-00-00,0,1190715
1190716,1190716,日向市,,,11907,45,883-0044,日向市上町１丁目,131.62784,32.4258,0000-00-00,0000-00-00,0,1190716
1190717,1190717,財光寺,,,11907,45,883-0021,日向市大字財光寺字沖ノ下,131.627602,32.405654,0000-00-00,0000-00-00,0,1190717
1190718,1190718,南日向,,,11907,45,883-0022,日向市大字平岩,131.627784,32.369867,0000-00-00,0000-00-00,0,1190718
1190719,1190719,美々津,,,11907,45,889-1111,日向市美々津町,131.602279,32.325892,0000-00-00,0000-00-00,0,1190719
1190720,1190720,東都農,,,11907,45,889-1201,児湯郡都農町大字川北,131.582054,32.290109,0000-00-00,0000-00-00,0,1190720
1190721,1190721,都農,,,11907,45,889-1201,児湯郡都農町大字川北,131.568429,32.251085,0000-00-00,0000-00-00,0,1190721
1190722,1190722,川南,,,11907,45,889-1302,児湯郡川南町大字平田,131.553321,32.192224,0000-00-00,0000-00-00,0,1190722
1190723,1190723,高鍋,,,11907,45,884-0004,児湯郡高鍋町大字蚊口浦,131.533927,32.122866,0000-00-00,0000-00-00,0,1190723
1190724,1190724,日向新富,,,11907,45,889-1402,児湯郡新富町大字三納代,131.501627,32.072479,0000-00-00,0000-00-00,0,1190724
1190725,1190725,佐土原,,,11907,45,880-0211,宮崎市佐土原町下田島,131.477504,32.022412,0000-00-00,0000-00-00,0,1190725
1190726,1190726,日向住吉,,,11907,45,880-0121,宮崎市大字島之内,131.457986,31.991244,0000-00-00,0000-00-00,0,1190726
1190727,1190727,蓮ケ池,,,11907,45,880-0837,宮崎県宮崎市村角町,131.442802,31.960113,0000-00-00,0000-00-00,0,1190727
1190728,1190728,宮崎神宮,,,11907,45,880-0053,宮崎市神宮３,131.430223,31.938067,0000-00-00,0000-00-00,0,1190728
1190729,1190729,宮崎,,,11907,45,880-0811,宮崎市錦町,131.431975,31.915742,0000-00-00,0000-00-00,0,1190729
1190730,1190730,南宮崎,,,11907,45,880-0901,宮崎市東大淀２丁目,131.422329,31.895097,0000-00-00,0000-00-00,0,1190730
1190731,1190731,加納,,,11907,45,889-1605,宮崎県宮崎市清武町加納乙4-3,131.406246,31.876084,0000-00-00,0000-00-00,0,1190731
1190732,1190732,清武,,,11907,45,889-1604,宮崎県宮崎市清武町船引484,131.38931,31.859418,0000-00-00,0000-00-00,0,1190732
1190733,1190733,日向沓掛,,,11907,45,889-1602,宮崎県宮崎市清武町今泉3512,131.344763,31.842241,0000-00-00,0000-00-00,0,1190733
1190734,1190734,田野,,,11907,45,889-1701,宮崎市田野町甲,131.304255,31.838438,0000-00-00,0000-00-00,0,1190734
1190735,1190735,青井岳,,,11907,45,880-2303,都城市山之口町山之口（その他）,131.218153,31.827922,0000-00-00,0000-00-00,0,1190735
1190736,1190736,山之口,,,11907,45,889-1802,都城市山之口町花木,131.152735,31.782582,0000-00-00,0000-00-00,0,1190736
1190737,1190737,餅原,,,11907,45,889-1913,北諸県郡三股町大字餅原,131.132508,31.757094,0000-00-00,0000-00-00,0,1190737
1190738,1190738,三股,,,11907,45,889-1901,北諸県郡三股町大字樺山,131.119384,31.733794,0000-00-00,0000-00-00,0,1190738
1190739,1190739,都城,,,11907,45,885-0023,都城市栄町,131.073992,31.73657,0000-00-00,0000-00-00,0,1190739
1190740,1190740,西都城,,,11907,45,885-0077,都城市松元町,131.057027,31.723381,0000-00-00,0000-00-00,0,1190740
1190741,1190741,五十市,,,11907,45,885-0086,都城市久保原町,131.033833,31.718448,0000-00-00,0000-00-00,0,1190741
1190742,1190742,財部,,,11907,46,899-4102,曽於市財部町北俣,130.991374,31.728796,0000-00-00,0000-00-00,0,1190742
1190743,1190743,北俣,,,11907,46,899-4102,曽於市財部町北俣,130.960034,31.745007,0000-00-00,0000-00-00,0,1190743
1190744,1190744,大隅大川原,,,11907,46,899-4103,曽於市財部町下財部,130.924355,31.772767,0000-00-00,0000-00-00,0,1190744
